Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2016-04-19,19,April,2016,68.0,Seniors (64+),M,USA,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,2,714,716,Less than 100
2014-03-26,26,Mar,2014,29.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8,89,54,143,Less than 100
2016-05-13,13,May,2016,52.0,Adults (35-64),M,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,22,8,22,289,176,465,More or equal to 100
2014-05-13,13,May,2014,23.0,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",25,38,50,250,950,1200,More or equal to 100
2016-03-03,3,Mar,2016,46.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,5,12,33,69,60,129,Less than 100
2013-09-11,11,September,2013,45.0,Adults (35-64),M,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74,Less than 100
2015-07-28,28,July,2015,21.0,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,-----,1,1898,3375,768,1898,2666,More or equal to 100
2016-03-22,22,Mar,2016,61.0,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,592,1482,2074,More or equal to 100
2014-01-03,3,January,2014,56.0,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,22,380,224,604,More or equal to 100
2016-05-13,13,May,2016,49.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,12,5,17,Less than 100
2013-09-12,12,September,2013,27.0,Young Adults (25-34),M,USA,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,262,1008,1270,More or equal to 100
2016-07-22,22,July,2016,48.0,Adults (35-64),M,France,Charente-Maritime,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Less than 100
2015-10-15,15,October,2015,26.0,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,575,351,926,More or equal to 100
2013-11-19,19,Nov,2013,40.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,14,10,24,Less than 100
2015-09-01,1,September,2015,55.0,Adults (35-64),M,USA,California,Clothing,Gloves,"Half-Finger Gloves, L",14,9,24,203,126,329,More or equal to 100
2013-11-01,1,Nov,2013,47.0,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,120,1134,1254,More or equal to 100
2015-11-29,29,Nov,2015,33.0,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,8,6,14,Less than 100
2016-05-20,20,May,2016,,,M,USA,Oregon,Accessories,Fenders,Fender Set - Mountain,7,8,22,76,56,132,Less than 100
2015-10-09,9,October,2015,36.0,Adults (35-64),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,346,208,554,More or equal to 100
2015-07-31,31,July,2015,40.0,Adults (35-64),M,USA,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,2991,3756,6747,More or equal to 100
2016-06-21,21,June,2016,48.0,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,60,504,564,Less than 100
2015-07-11,11,July,2015,22.0,Youth (<25),M,USA,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,410,312,722,More or equal to 100
2016-03-24,24,Mar,2016,35.0,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,115,91,206,More or equal to 100
2016-06-11,11,June,2016,26.0,Young Adults (25-34),F,France,Moselle,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8,61,45,106,Less than 100
2013-05-30,30,May,2013,38.0,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480,More or equal to 100
2013-10-19,19,October,2013,25.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,295,234,529,More or equal to 100
2016-06-14,14,June,2016,30.0,Young Adults (25-34),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",16,9,24,156,144,300,More or equal to 100
2013-10-05,5,October,2013,24.0,Youth (<25),M,France,Seine et Marne,Accessories,Fenders,Fender Set - Mountain,25,8,22,251,200,451,More or equal to 100
2014-05-05,5,May,2014,33.0,Young Adults (25-34),F,USA,California,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69,Less than 100
2013-08-27,27,August,2013,49.0,Adults (35-64),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,3,8,22,33,24,57,Less than 100
2014-05-18,18,May,2014,32.0,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,107,65,172,More or equal to 100
2013-12-17,17,Dec,2013,41.0,Adults (35-64),F,United States,Washington,Clothing,Jerseys,-----,6,38,50,6,228,234,Less than 100
2013-08-17,17,August,2013,42.0,Adults (35-64),F,France,Seine Saint Denis,Accessories,Hydration Packs,-----,14,21,55,337,294,631,More or equal to 100
2016-05-09,9,May,2016,50.0,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,7,9,25,100,63,163,More or equal to 100
2012-07-17,17,July,2012,50.0,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,488,2166,2654,More or equal to 100
2014-02-17,17,Feb,2014,38.0,Adults (35-64),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, M",8,9,24,95,72,167,Less than 100
2015-03-23,23,Mar,2015,42.0,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,More or equal to 100
2015-12-07,7,Dec,2015,47.0,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,103,108,211,More or equal to 100
2015-08-10,10,August,2015,31.0,Young Adults (25-34),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65,Less than 100
2014-03-13,13,Mar,2014,38.0,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,39,34,73,Less than 100
2016-07-09,9,July,2016,35.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103,Less than 100
2014-05-21,21,May,2014,36.0,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,567,1266,1833,More or equal to 100
2015-08-10,10,August,2015,24.0,Youth (<25),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,79,54,133,Less than 100
2016-05-15,15,May,2016,31.0,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,676,1252,1928,More or equal to 100
2013-09-13,13,September,2013,28.0,Young Adults (25-34),M,UK,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,More or equal to 100
2015-10-20,20,October,2015,26.0,Young Adults (25-34),M,USA,California,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,511,312,823,More or equal to 100
2015-12-04,4,Dec,2015,21.0,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113,More or equal to 100
2015-10-12,12,October,2015,44.0,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,563,338,901,More or equal to 100
2012-08-15,15,August,2012,24.0,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,349,688,1037,More or equal to 100
2016-01-11,11,January,2016,36.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Less than 100
2015-08-19,19,August,2015,24.0,Youth (<25),F,USA,California,Clothing,Gloves,"Half-Finger Gloves, L",4,9,24,58,36,94,Less than 100
2015-09-10,10,September,2015,24.0,Youth (<25),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,131,104,235,More or equal to 100
2016-04-03,3,April,2016,31.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Less than 100
2012-05-11,11,May,2012,34.0,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1122,2504,3626,More or equal to 100
2015-07-24,24,July,2015,35.0,Adults (35-64),M,USA,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274,More or equal to 100
2016-02-23,23,Feb,2016,30.0,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535,More or equal to 100
2015-08-09,9,August,2015,48.0,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59,Less than 100
2013-07-24,24,July,2013,23.0,Youth (<25),F,USA,California,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,20,14,34,Less than 100
2015-09-28,28,September,2015,24.0,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,43,39,82,Less than 100
2014-01-08,8,January,2014,26.0,Young Adults (25-34),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,38,36,74,Less than 100
2014-07-14,14,July,2014,42.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Less than 100
2016-07-29,29,July,2016,39.0,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, M",22,26,70,953,572,1525,More or equal to 100
2014-01-25,25,January,2014,26.0,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,5,8,22,47,40,87,Less than 100
2011-03-30,30,Mar,2011,42.0,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,More or equal to 100
2015-11-22,22,Nov,2015,1.0,Youth (<25),M,USA,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,15,26,41,Less than 100
2016-06-21,21,June,2016,28.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,More or equal to 100
2015-10-05,5,October,2015,26.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,77,52,129,Less than 100
2014-05-20,20,May,2014,35.0,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,30,8,22,275,240,515,More or equal to 100
2016-01-15,15,January,2016,56.0,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,220,195,415,More or equal to 100
2013-11-25,25,Nov,2013,19.0,Youth (<25),M,France,Nord,Clothing,Caps,AWC Logo Cap,19,7,9,16,133,149,Less than 100
2015-09-16,16,September,2015,39.0,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",6,26,70,209,156,365,More or equal to 100
2014-02-14,14,Feb,2014,26.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,17,13,35,362,221,583,More or equal to 100
2011-01-10,10,January,2011,28.0,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",4,1266,2320,2546,5064,7610,More or equal to 100
2014-05-23,23,May,2014,50.0,Adults (35-64),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,567,1266,1833,More or equal to 100
2014-07-11,11,July,2014,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144,Less than 100
2013-11-23,23,Nov,2013,26.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,35,30,65,Less than 100
2015-11-30,30,Nov,2015,21.0,Youth (<25),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,11,42,53,Less than 100
2016-01-29,29,January,2016,29.0,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,157,130,287,More or equal to 100
2015-10-24,24,October,2015,34.0,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,13,9,25,205,117,322,More or equal to 100
2014-02-03,3,Feb,2014,28.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,More or equal to 100
2013-10-29,29,October,2013,23.0,Youth (<25),F,USA,Washington,Accessories,Tires and Tubes,HL Road Tire,22,12,33,302,264,566,More or equal to 100
2015-11-09,9,Nov,2015,40.0,Adults (35-64),M,Canada,British Columbia,Clothing,Vests,"Classic Vest, L",14,24,64,551,336,887,More or equal to 100
2013-01-18,18,January,2013,54.0,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272,More or equal to 100
2014-06-23,23,June,2014,31.0,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,735,1482,2217,More or equal to 100
2016-05-08,8,May,2016,31.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,7,6,13,Less than 100
2016-06-29,29,June,2016,39.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,108,65,173,More or equal to 100
2013-12-27,27,Dec,2013,40.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,21,21,42,Less than 100
2016-03-20,20,Mar,2016,33.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,9,8,17,Less than 100
2014-06-18,18,June,2014,26.0,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,21,7,9,8,147,155,Less than 100
2014-07-18,18,July,2014,1.0,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,More or equal to 100
2016-04-24,24,April,2016,19.0,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25,Less than 100
2014-07-07,7,July,2014,47.0,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574,More or equal to 100
2013-11-22,22,Nov,2013,19.0,Youth (<25),M,UK,England,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,39,28,67,Less than 100
2015-09-17,17,September,2015,21.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20,Less than 100
2013-08-24,24,August,2013,32.0,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,234,143,377,More or equal to 100
2013-07-03,3,July,2013,26.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,508,338,846,More or equal to 100
2013-01-28,28,January,2013,29.0,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1157,2171,3328,More or equal to 100
2015-12-07,7,Dec,2015,30.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,55,22,77,Less than 100
2016-05-12,12,May,2016,32.0,Young Adults (25-34),F,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,103,65,168,More or equal to 100
2012-05-13,13,May,2012,33.0,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1526,4342,5868,More or equal to 100
2013-12-04,4,Dec,2013,30.0,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,56,42,98,Less than 100
2014-04-08,8,April,2014,37.0,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,448,1555,2003,More or equal to 100
2016-01-07,7,January,2016,37.0,Adults (35-64),M,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,7,8,15,Less than 100
2013-08-24,24,August,2013,38.0,Adults (35-64),F,USA,California,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,469,286,755,More or equal to 100
2016-01-08,8,January,2016,46.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,29,21,50,Less than 100
2016-01-27,27,January,2016,32.0,Young Adults (25-34),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,7,8,22,64,56,120,Less than 100
2014-06-06,6,June,2014,56.0,Adults (35-64),M,UK,England,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,174,344,518,More or equal to 100
2013-09-30,30,September,2013,43.0,Adults (35-64),M,France,Moselle,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,36,30,66,Less than 100
2013-08-12,12,August,2013,23.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,75,52,127,Less than 100
2013-11-03,3,Nov,2013,44.0,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520,More or equal to 100
2014-02-01,1,Feb,2014,22.0,Youth (<25),F,Australia,South Australia,Accessories,Tires and Tubes,Touring Tire,1,11,29,13,11,24,Less than 100
2015-12-16,16,Dec,2015,53.0,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57,Less than 100
2014-05-19,19,May,2014,46.0,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, M",25,26,70,1083,650,1733,More or equal to 100
2013-12-04,4,Dec,2013,54.0,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,9,17,26,Less than 100
2014-07-19,19,July,2014,50.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59,Less than 100
2013-08-20,20,August,2013,23.0,Youth (<25),F,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582,More or equal to 100
2013-04-09,9,April,2013,33.0,Young Adults (25-34),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,448,1555,2003,More or equal to 100
2014-05-02,2,May,2014,35.0,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,25,24,49,Less than 100
2013-09-17,17,September,2013,46.0,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,-----,19,9,24,226,171,397,More or equal to 100
2016-07-08,8,July,2016,44.0,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,89,65,154,Less than 100
2014-02-25,25,Feb,2014,28.0,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,115,966,1081,More or equal to 100
2014-06-26,26,June,2014,42.0,Adults (35-64),F,Canada,British Columbia,Clothing,Vests,"Classic Vest, L",1,24,64,39,24,63,Less than 100
2015-04-30,30,April,2015,1.0,Youth (<25),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395,More or equal to 100
2013-12-25,25,Dec,2013,28.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,106,54,160,More or equal to 100
2014-02-28,28,Feb,2014,31.0,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137,Less than 100
2013-10-19,19,October,2013,1.0,Youth (<25),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",4,38,50,44,152,196,Less than 100
2016-06-14,14,June,2016,27.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
2016-06-16,16,June,2016,57.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18,Less than 100
2015-09-09,9,September,2015,37.0,Adults (35-64),M,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93,Less than 100
2011-04-23,23,April,2011,29.0,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251,More or equal to 100
2015-10-29,29,October,2015,23.0,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,21,12,33,289,252,541,More or equal to 100
2014-05-25,25,May,2014,37.0,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,469,312,781,More or equal to 100
2016-05-28,28,May,2016,53.0,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,592,1482,2074,More or equal to 100
2014-01-07,7,January,2014,40.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74,Less than 100
2016-01-19,19,January,2016,50.0,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,22,24,46,Less than 100
2016-05-01,1,May,2016,19.0,Youth (<25),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918,More or equal to 100
2016-06-30,30,June,2016,28.0,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506,More or equal to 100
2014-02-04,4,Feb,2014,31.0,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,378,1482,1860,More or equal to 100
2016-01-08,8,January,2016,31.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,HL Mountain Tire,25,13,35,533,325,858,More or equal to 100
2016-02-01,1,Feb,2016,39.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,LL Mountain Tire,8,9,25,100,72,172,More or equal to 100
2014-06-26,26,June,2014,56.0,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,20,30,50,Less than 100
2015-12-02,2,Dec,2015,53.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,More or equal to 100
2015-07-25,25,July,2015,47.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,126,344,470,More or equal to 100
2015-11-22,22,Nov,2015,19.0,Youth (<25),M,United Kingdom,England,Accessories,Helmets,-----,16,13,35,330,208,538,More or equal to 100
2015-11-12,12,Nov,2015,26.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,436,325,761,More or equal to 100
2014-03-06,6,Mar,2014,25.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,Less than 100
2015-12-05,5,Dec,2015,19.0,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,157,143,300,More or equal to 100
2015-12-24,24,Dec,2015,38.0,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14,Less than 100
2015-10-22,22,October,2015,27.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35,Less than 100
2014-06-17,17,June,2014,41.0,Adults (35-64),F,USA,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",3,38,50,33,114,147,Less than 100
2014-04-23,23,April,2014,34.0,Young Adults (25-34),F,Germany,Hessen,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,229,461,690,More or equal to 100
2015-09-02,2,September,2015,1.0,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,19,18,37,Less than 100
2013-12-01,1,Dec,2013,49.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,9,12,33,177,108,285,More or equal to 100
2014-05-02,2,May,2014,35.0,Adults (35-64),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,292,273,565,More or equal to 100
2013-11-06,6,Nov,2013,34.0,Young Adults (25-34),M,USA,Washington,Accessories,Helmets,-----,8,13,35,114,104,218,More or equal to 100
2014-02-06,6,Feb,2014,37.0,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,27,8,22,354,216,570,More or equal to 100
2014-06-16,16,June,2014,43.0,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",9,38,50,27,342,369,Less than 100
2015-12-17,17,Dec,2015,55.0,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,244,1083,1327,More or equal to 100
2013-10-15,15,October,2013,50.0,Adults (35-64),F,United Kingdom,England,Clothing,Vests,"Classic Vest, L",23,24,64,861,552,1413,More or equal to 100
2014-04-19,19,April,2014,43.0,Adults (35-64),M,USA,Washington,Clothing,Gloves,"Half-Finger Gloves, L",27,9,24,262,243,505,More or equal to 100
2015-11-26,26,Nov,2015,38.0,Adults (35-64),M,Canada,British Columbia,Clothing,Vests,-----,26,24,64,1023,624,1647,More or equal to 100
2015-09-30,30,September,2015,37.0,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,27,12,33,424,324,748,More or equal to 100
2013-09-04,4,September,2013,46.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,56,48,104,Less than 100
2014-01-23,23,January,2014,46.0,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",29,38,50,29,1102,1131,Less than 100
2016-04-29,29,April,2016,29.0,Young Adults (25-34),M,France,Nord,Accessories,Cleaners,Bike Wash - Dissolver,24,3,8,95,72,167,Less than 100
2015-12-15,15,Dec,2015,66.0,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,-----,3,2171,3578,2826,6513,9339,More or equal to 100
2013-09-10,10,September,2013,40.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,19,11,30,355,209,564,More or equal to 100
2016-05-05,5,May,2016,36.0,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",3,755,1215,578,2265,2843,More or equal to 100
2013-08-12,12,August,2013,29.0,Young Adults (25-34),F,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,21,12,33,Less than 100
